average_rating,cast_1,cast_2,cast_3,cast_4,cast_5,country,director,genres,language,letterboxd_uri,poster_url,runtime,studio,synopsis,title,watched_by,year
2.63,Jason Lee (Dave),David Cross (Ian),Jenny Slate (Zoe),Justin Long (Alvin (voice)),Matthew Gray Gubler (Simon (voice)),USA,Mike Mitchell,"Fantasy, Animation, Family, Music, Comedy",English,https://boxd.it/s9E,https://a.ltrbxd.com/resized/sm/upload/cm/8d/1o/lq/alvin-and-the-chipmunks-chipwrecked-110-1200-1200-675-675-crop-000000.jpg?v=e89d876d37,87,"Fox 2000 Pictures, 20th Century Fox, Regency Enterprises, Dune Entertainment, Bagdasarian Productions","Playing around while aboard a cruise ship, the Chipmunks and Chipettes accidentally go overboard and end up marooned in a tropical paradise. They discover their new turf is not as deserted as it seems.",Alvin and the Chipmunks: Chipwrecked,"Reid, Zach",2011
2.15,Dwayne Johnson (Derek Thompson / Tooth Fairy),Stephen Merchant (Tracy),Ashley Judd (Carly),Julie Andrews (Lily),Ryan Sheckler (Mick Donnelly),Canada,Michael Lembeck,"Fantasy, Comedy, Family",English,https://boxd.it/1zKE,https://a.ltrbxd.com/resized/sm/upload/fh/u2/uu/ar/tooth%20fairy-1200-1200-675-675-crop-000000.jpg?v=1010da63dc,101,"Dune Entertainment, Dune Entertainment III, Walden Media, Mayhem Pictures, 20th Century Fox, Blumhouse Productions","When minor-league hockey player Derek Thompson -- who has a penchant for knocking out his opponents' teeth every time he plays -- disillusions a fan, he is sentenced to a stint for one week as a bona fide, tutu-clad, real-life tooth fairy. Soon, Derek is inspired to rekindle his youthful dreams.",Tooth Fairy,"Reid, Zach",2010
3.23,Selena Gomez (Alex Russo),David Henrie (Justin Russo),Jake T. Austin (Max Russo),Maria Canals-Barrera (Theresa Russo),David DeLuise (Jerry Russo),USA,Lev L. Spiro,"Drama, Action, TV Movie, Comedy, Adventure, Fantasy, Family",English,https://boxd.it/1thQ,https://a.ltrbxd.com/resized/sm/upload/5v/aj/vx/a0/wizards-1200-1200-675-675-crop-000000.jpg?v=be00bfe67c,94,"Disney Channel, It's a Laugh Productions",A young wizard accidentally conjures a spell that puts her family in jeopardy.,Wizards of Waverly Place: The Movie,"Reid, Zach",2009
3.11,Kevin James (Otis (voice)),Courteney Cox (Daisy (voice)),Sam Elliott (Ben (voice)),Danny Glover (Miles (voice)),Wanda Sykes (Bessy (voice)),USA,Steve Oedekerk,"Comedy, Animation, Family",English,https://boxd.it/1XyC,https://a.ltrbxd.com/resized/sm/upload/3i/ks/gq/an/banyard-1200-1200-675-675-crop-000000.jpg?v=1664f4a2cb,90,"O Entertainment, Nickelodeon Movies, Paramount Pictures","Otis is a mischievous, carefree Holstein cow who lives on a farm where, unbeknownst to humans, the animals are anthropomorphic. He prefers having fun with his best friends: Pip the mouse, Freddy the ferret, Peck the rooster, and Pig the pig - rather than following strict rules and accepting responsibility. This annoys his stern adoptive father Ben, the leader of the farm's community. One evening, Otis convinces Ben to cover his night watch so he can attend a massive party in the barn and impress Daisy, a pregnant cow who recently arrived at the farm with her best friend Bessy as a newcomer. As the animals party, Dag the coyote and his pack attempt to raid the chicken coop. Ben fends them off alone but is fatally wounded and killed. Otis must now learn the value of responsibility when he becomes the leader of his farm home's community.",Barnyard,"Reid, Zach",2006
2.47,Dwayne Johnson (Capt. Charles 'Chuck' Baker (voice)),Seann William Scott (Skiff (voice)),Jessica Biel (Neera (voice)),Justin Long (Lem / Rover (voice)),Gary Oldman (General Grawl (voice)),Spain,Jorge Blanco,"Family, Adventure, Comedy, Science Fiction, Animation",English,https://boxd.it/1JA0,https://a.ltrbxd.com/resized/sm/upload/4t/3p/h4/t9/planet-51-35-1200-1200-675-675-crop-000000.jpg?v=6eed9b12f7,91,"Ilion Animation Studios, Handmade Films, Atresmedia","When Earth astronaut Capt. Chuck Baker arrives on Planet 51 -- a world reminiscent of American suburbia circa 1950 -- he tries to avoid capture, recover his spaceship and make it home safely, all with the help of an empathetic little green being.",Planet 51,"Reid, Zach",2009
2.11,Matthew Broderick (John Brown / Inspector Gadget / Robo Gadget),Rupert Everett (Sanford Scolex / Dr. Claw),Joely Fisher (Brenda / Robobrenda),Michelle Trachtenberg (Penny),Andy Dick (Kramer),USA,David Kellogg,"Action, Comedy, Family, Adventure",English,https://boxd.it/2azy,https://a.ltrbxd.com/resized/sm/upload/7x/5b/lh/cv/uEfAmo0ZseHK68TfYN3hAWZzOjb-1200-1200-675-675-crop-000000.jpg?v=67b7a4b91d,78,"DiC Entertainment, Walt Disney Pictures, Caravan Pictures, Avnet/Kerner Productions, Roger Birnbaum Productions","John Brown is a bumbling but well-intentioned security guard who is badly injured in an explosion planned by an evil mastermind. He is taken to a laboratory, where Brenda, a leading robotics surgeon, replaces his damaged limbs with state-of-the-art gadgets and tools. Named ""Inspector Gadget"" by the press, John -- along with his niece, Penny, and her trusty dog, Brain -- uses his new powers to discover who was behind the explosion.",Inspector Gadget,"Reid, Zach",1999
2.65,Elijah Wood (Mumble (voice)),Robin Williams (Ramon / Lovelace (voice)),P!nk (Gloria (voice)),E. G. Daily (Erik (voice)),Johnny A. Sanchez (Lombardo (voice)),Australia,George Miller,"Animation, Family, Comedy",English,https://boxd.it/2Om,https://a.ltrbxd.com/resized/sm/upload/1p/wt/kb/nd/happy-feet-two-1200-1200-675-675-crop-000000.jpg?v=317726adf5,99,"Warner Bros. Pictures, Village Roadshow Pictures, Kennedy Miller Mitchell, Dr. D. Studios","Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters the Mighty Sven — a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to bring together the penguin nations and their allies to set things right.",Happy Feet Two,"Reid, Zach",2011
2.66,Drew Barrymore (Chloe (voice)),Piper Perabo (Rachel Ashe Lynn),Andy Garcia (Delgado (voice)),George López (Papi (voice)),Paul Rodríguez (Chico (voice)),USA,Raja Gosnell,"Family, Romance, Comedy, Adventure",English,https://boxd.it/1Ob0,https://a.ltrbxd.com/resized/sm/upload/6u/4m/zl/g7/beverly-hills-chihuahua-1200-1200-675-675-crop-000000.jpg?v=133ce42724,91,"Walt Disney Pictures, Smart Entertainment, Mandeville Films","A pampered Beverly Hills chihuahua named Chloe who, while on vacation in Mexico with her owner Viv's niece, Rachel, gets lost and must rely on her friends to help her get back home before she is caught by a dognapper who wants to ransom her.",Beverly Hills Chihuahua,"Reid, Zach",2008
2.26,Dane Cook (Dusty Crophopper (voice)),Carlos Alazraqui (El Chupacabra (voice)),Val Kilmer (Bravo (voice)),Julia Louis-Dreyfus (Rochelle (voice)),Brad Garrett (Chug (voice)),USA,Klay Hall,"Adventure, Family, Animation, Comedy",English,https://boxd.it/4Na2,https://a.ltrbxd.com/resized/sm/upload/dd/9u/1h/fa/planes-1200-1200-675-675-crop-000000.jpg?v=4b3ce21c65,91,"Walt Disney Pictures, DisneyToon Studios","Dusty is a cropdusting plane who dreams of competing in a famous aerial race. The problem? He is hopelessly afraid of heights. With the support of his mentor Skipper and a host of new friends, Dusty sets off to make his dreams come true.",Planes,"Reid, Zach",2013
2.68,Rob Schneider (Gus),David Spade (Richie),Jon Heder (Clark),Molly Sims (Liz),Jon Lovitz (Mel),USA,Dennis Dugan,Comedy,English,https://boxd.it/1Xr2,https://a.ltrbxd.com/resized/sm/upload/bl/k8/zn/oi/benchwarmers-1200-1200-675-675-crop-000000.jpg?v=4c62472903,85,"Revolution Studios, Happy Madison Productions",A trio of guys try and make up for missed opportunities in childhood by forming a three-player baseball team to compete against standard little league squads.,The Benchwarmers,"Reid, Zach",2006
3.51,Jason Bateman (Max),Rachel McAdams (Annie),Kyle Chandler (Brooks),Sharon Horgan (Sarah),Billy Magnussen (Ryan),USA,"John Francis Daley, Jonathan Goldstein","Mystery, Comedy, Crime",English,https://boxd.it/fRtu,https://a.ltrbxd.com/resized/sm/upload/i2/1n/s8/1i/game-night-1200-1200-675-675-crop-000000.jpg?v=81838ee29f,100,"New Line Cinema, Aggregate Films, Davis Entertainment, Access Entertainment, Dune Entertainment","Max and Annie's weekly game night gets kicked up a notch when Max's brother Brooks arranges a murder mystery party -- complete with fake thugs and federal agents. So when Brooks gets kidnapped, it's all supposed to be part of the game. As the competitors set out to solve the case, they start to learn that neither the game nor Brooks are what they seem to be. The friends soon find themselves in over their heads as each twist leads to another unexpected turn over the course of one chaotic night.",Game Night,"Reid, Zach",2018
3.51,Paul Walker (Brian O'Conner),Vin Diesel (Dominic Toretto),Michelle Rodriguez (Letty Ortiz),Jordana Brewster (Mia Toretto),Rick Yune (Johnny Tran),Germany,Rob Cohen,"Action, Crime, Thriller",English,https://boxd.it/1XMu,https://a.ltrbxd.com/resized/sm/upload/np/ct/nz/gj/the-fast-and-the-furious-1200-1200-675-675-crop-000000.jpg?v=598cb69c97,106,"Ardustry Entertainment, Universal Pictures, Original Film, Mediastream Film GmbH & Co. Productions KG","Dominic Toretto is a Los Angeles street racer suspected of masterminding a series of big-rig hijackings. When undercover cop Brian O'Conner infiltrates Toretto's iconoclastic crew, he falls for Toretto's sister and must choose a side: the gang or the LAPD.",The Fast and the Furious,"Reid, Zach",2001
3.14,Jim Sturgess (Ben Campbell),Kevin Spacey (Micky Rosa),Kate Bosworth (Jill Taylor),Aaron Yoo (Choi),Liza Lapira (Kianna),USA,Robert Luketic,"Crime, Drama",English,https://boxd.it/20BO,https://a.ltrbxd.com/resized/sm/upload/rh/t7/dy/2d/21-1200-1200-675-675-crop-000000.jpg?v=441b4483d1,123,"Columbia Pictures, Relativity Media, Michael De Luca Productions, Trigger Street Productions","Ben Campbell is a young, highly intelligent student at M.I.T. who strives to succeed. Wanting a scholarship to transfer to Harvard School of Medicine to become a doctor, Ben learns that he cannot afford the $300,000 tuition as he comes from a poor, working-class background. But one evening, Ben is introduced by his unorthodox math professor to a small but secretive club of five students, Jill, Choi, Kianna, and Fisher, who are being trained by Professor Rosa to count cards at blackjack.",21,"Reid, Zach",2008
2.68,Gemma Chan (Sersi),Richard Madden (Ikaris),Angelina Jolie (Thena),Salma Hayek Pinault (Ajak),Kumail Nanjiani (Kingo),USA,Chloé Zhao,"Action, Science Fiction, Adventure",English,https://boxd.it/j36o,https://a.ltrbxd.com/resized/sm/upload/ys/if/is/6o/eternals-2021-1200-1200-675-675-crop-000000.jpg?v=620fc5f089,156,Marvel Studios,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",Eternals,"Reid, Zach",2021
2.82,Paul Rudd (Scott Lang / Ant-Man),Evangeline Lilly (Hope Van Dyne / Wasp),Michael Douglas (Dr. Hank Pym),Hannah John-Kamen (Ava / Ghost),Randall Park (Jimmy Woo),USA,Peyton Reed,"Adventure, Action, Science Fiction",English,https://boxd.it/cqUW,https://a.ltrbxd.com/resized/sm/upload/rl/86/k0/y9/ant-man-and-wasp-1200-1200-675-675-crop-000000.jpg?v=e4b20f258f,119,Marvel Studios,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",Ant-Man and the Wasp,"Reid, Zach",2018
3.51,Tom Cruise (Maverick),Kelly McGillis (Charlie),Val Kilmer (Ice),Anthony Edwards (Goose),Tom Skerritt (Viper),USA,Tony Scott,"Action, Romance, Drama",English,https://boxd.it/29JC,https://a.ltrbxd.com/resized/sm/upload/eh/rw/wn/m1/top-gun-1200-1200-675-675-crop-000000.jpg?v=f96ff005a6,110,"Paramount Pictures, Don Simpson/Jerry Bruckheimer Films","For Lieutenant Pete 'Maverick' Mitchell and his friend and co-pilot Nick 'Goose' Bradshaw, being accepted into an elite training school for fighter pilots is a dream come true. But a tragedy, as well as personal demons, will threaten Pete's dreams of becoming an ace pilot.",Top Gun,"Reid, Zach",1986
3.77,Tom Cruise (Cage),Emily Blunt (Rita),Brendan Gleeson (General Brigham),Bill Paxton (Master Sergeant Farell),Jonas Armstrong (Skinner),USA,Doug Liman,"Science Fiction, Action",English,https://boxd.it/4pD0,https://a.ltrbxd.com/resized/sm/upload/zo/77/9c/w6/edge%20of%20tomorrow-1200-1200-675-675-crop-000000.jpg?v=5d8152fdb2,114,"RatPac Entertainment, Village Roadshow Pictures, VIZ Media, 3 Arts Entertainment, Warner Bros. Pictures","Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",Edge of Tomorrow,"Reid, Zach",2014
3.21,Brad Pitt (Gerry Lane),Mireille Enos (Karen Lane),Daniella Kertesz (Segen),James Badge Dale (Captain Speke),Ludi Boeken (Jurgen Warmbrunn),USA,Marc Forster,"Action, Science Fiction, Horror",English,https://boxd.it/2p2E,https://a.ltrbxd.com/resized/sm/upload/cy/4n/zn/vb/world-war-z-1200-1200-675-675-crop-000000.jpg?v=0f2cec9873,116,"GK Films, Paramount Pictures, Hemisphere Media Capital, 2DUX², Skydance Media, Plan B Entertainment","Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",World War Z,"Reid, Zach",2013
2.69,Tom Holland (Nathan Drake),Mark Wahlberg (Victor 'Sully' Sullivan),Sophia Ali (Chloe Frazer),Tati Gabrielle (Jo Braddock),Antonio Banderas (Santiago Moncada),USA,Ruben Fleischer,"Action, Adventure, Mystery",English,https://boxd.it/b5Dy,https://a.ltrbxd.com/resized/sm/upload/4n/so/xj/d8/uncharted-1200-1200-675-675-crop-000000.jpg?v=e26b4c93c1,116,"Columbia Pictures, Atlas Entertainment, PlayStation Productions, Arad Productions","A young street-smart, Nathan Drake and his wisecracking partner Victor “Sully” Sullivan embark on a dangerous pursuit of “the greatest treasure never found” while also tracking clues that may lead to Nathan’s long-lost brother.",Uncharted,"Reid, Zach",2022
2.71,Chris Pratt (Owen Grady),Bryce Dallas Howard (Claire Dearing),Rafe Spall (Eli Mills),Justice Smith (Franklin Webb),Daniella Pineda (Zia Rodriguez),USA,J. A. Bayona,"Adventure, Science Fiction, Thriller",English,https://boxd.it/bOnU,https://a.ltrbxd.com/resized/sm/upload/hr/q4/5n/t1/jurassic-world-fallen-kingdom-1200-1200-675-675-crop-000000.jpg?v=efa115f3aa,129,"Amblin Entertainment, Universal Pictures","Three years after Jurassic World was destroyed, Isla Nublar now sits abandoned. When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.",Jurassic World: Fallen Kingdom,"Reid, Zach",2018
3.36,Hugh Jackman (Logan / Wolverine),Patrick Stewart (Xavier),Ian McKellen (Magneto),Famke Janssen (Jean Grey),James Marsden (Cyclops),USA,Bryan Singer,"Science Fiction, Action, Adventure",English,https://boxd.it/1a7s,https://a.ltrbxd.com/resized/sm/upload/3d/x6/ff/na/x-men-1200-1200-675-675-crop-000000.jpg?v=b6a9d748d7,104,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox, Marvel Entertainment Group","Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",X-Men,"Reid, Zach",2000
3.68,Andy Serkis (Caesar),James Franco (Will Rodman),Freida Pinto (Caroline Aranha),John Lithgow (Charles Rodman),Brian Cox (John Landon),UK,Rupert Wyatt,"Action, Thriller, Science Fiction, Drama",English,https://boxd.it/cS4,https://a.ltrbxd.com/resized/sm/upload/h9/wk/52/ro/rise-planet-of-the-apes-110-1200-1200-675-675-crop-000000.jpg?v=ba7346832b,105,"Dune Entertainment, Chernin Entertainment, Ingenious Media, Big Screen Productions, 20th Century Fox","A highly intelligent chimpanzee named Caesar has been living a peaceful suburban life ever since he was born. But when he gets taken to a cruel primate facility, Caesar decides to revolt against those who have harmed him.",Rise of the Planet of the Apes,"Reid, Zach",2011
3.84,Andy Serkis (Caesar),Jason Clarke (Malcolm),Toby Kebbell (Koba),Gary Oldman (Dreyfus),Keri Russell (Ellie),UK,Matt Reeves,"Action, Thriller, Science Fiction, Drama",English,https://boxd.it/3XyQ,https://a.ltrbxd.com/resized/sm/upload/3f/jp/tr/c4/dawn-planet-apes-1200-1200-675-675-crop-000000.jpg?v=49076ef694,130,"TSG Entertainment, Chernin Entertainment, Ingenious Media, 20th Century Fox","A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",Dawn of the Planet of the Apes,"Reid, Zach",2014
3.34,Shia LaBeouf (Sam Witwicky),Megan Fox (Mikaela Banes),Mark Ryan (Bumblebee (voice)),Peter Cullen (Optimus Prime (voice)),Hugo Weaving (Megatron (voice)),USA,Michael Bay,"Action, Science Fiction, Adventure",English,https://boxd.it/280c,https://a.ltrbxd.com/resized/sm/upload/d3/yv/iy/mb/transformers-1200-1200-675-675-crop-000000.jpg?v=e236887929,144,"DreamWorks Pictures, di Bonaventura Pictures, DeSanto/Murphy Productions, Paramount Pictures",Young teenager Sam Witwicky becomes involved in the ancient struggle between two extraterrestrial factions of transforming robots – the heroic Autobots and the evil Decepticons. Sam holds the clue to unimaginable power and the Decepticons will stop at nothing to retrieve it.,Transformers,"Reid, Zach",2007
3.44,Hugh Jackman (Logan / Wolverine),Patrick Stewart (Professor Charles Xavier),Ian McKellen (Eric Lehnsherr / Magneto),James Marsden (Scott Summers / Cyclops),Brian Cox (William Stryker),USA,Bryan Singer,"Science Fiction, Action, Adventure",English,https://boxd.it/1a7i,https://a.ltrbxd.com/resized/sm/upload/0n/us/7t/hj/x2-xmen-1200-1200-675-675-crop-000000.jpg?v=7552a86824,133,"The Donners' Company, Bad Hat Harry Productions, 20th Century Fox, Marvel Enterprises","Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses—Magneto and Mystique—to unhinge Stryker's scheme to exterminate all mutants.",X2,"Reid, Zach",2003
2.90,Alden Ehrenreich (Han Solo),Joonas Suotamo (Chewbacca),Woody Harrelson (Tobias Beckett),Emilia Clarke (Qi'ra),Donald Glover (Lando Calrissian),USA,Ron Howard,"Science Fiction, Adventure, Action",English,https://boxd.it/bGWs,https://a.ltrbxd.com/resized/sm/upload/2o/j6/ru/u9/solo-star-wars-story-1200-1200-675-675-crop-000000.jpg?v=597962488b,135,Lucasfilm Ltd.,"Through a series of daring escapades deep within a dark and dangerous criminal underworld, Han Solo meets his mighty future copilot Chewbacca and encounters the notorious gambler Lando Calrissian.",Solo: A Star Wars Story,"Reid, Zach",2018
3.93,David Spade (Kuzco (voice)),John Goodman (Pacha (voice)),Eartha Kitt (Yzma (voice)),Patrick Warburton (Kronk (voice)),Wendie Malick (Chicha (voice)),USA,Mark Dindal,"Comedy, Adventure, Animation, Family, Fantasy",English,https://boxd.it/1Tey,https://a.ltrbxd.com/resized/sm/upload/x3/1b/bt/x9/emperors-new-groove-1200-1200-675-675-crop-000000.jpg?v=30e424dd78,78,"Walt Disney Feature Animation, Walt Disney Pictures","When the self‑absorbed Emperor Kuzco is accidentally transformed into a llama, he must rely on a humble villager to survive the jungle and reclaim his throne.",The Emperor's New Groove,"Reid, Zach",2000
3.89,Tom Hanks (Chuck Noland),Helen Hunt (Kelly Frears),Chris Noth (Jerry Lovett),Paul Sanchez (Ramon),Lari White (Bettina Peterson),USA,Robert Zemeckis,"Drama, Adventure",English,https://boxd.it/20i8,https://a.ltrbxd.com/resized/sm/upload/35/5b/po/qx/cast-away-1200-1200-675-675-crop-000000.jpg?v=b51474ae6c,143,"20th Century Fox, DreamWorks Pictures, ImageMovers, Playtone","Chuck Noland, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia crashes at sea during a terrible storm. He's the only survivor, and finds himself marooned on a desolate island. With no way to escape, Chuck must find ways to survive in his new home.",Cast Away,"Reid, Zach",2000
3.50,Dave Foley (Flik (voice)),Kevin Spacey (Hopper (voice)),Julia Louis-Dreyfus (Atta (voice)),Hayden Panettiere (Dot (voice)),Phyllis Diller (Queen (voice)),USA,John Lasseter,"Animation, Adventure, Comedy, Family",English,https://boxd.it/1Yyy,https://a.ltrbxd.com/resized/sm/upload/09/0a/fs/fb/a-bugs-life-1200-1200-675-675-crop-000000.jpg?v=af4e3a1408,95,Pixar,"On behalf of ""oppressed bugs everywhere,"" an inventive ant named Flik hires a troupe of warrior bugs to defend his bustling colony from a horde of freeloading grasshoppers led by the evil-minded Hopper.",A Bug's Life,"Reid, Zach",1998
3.65,William Moseley (Peter Pevensie),Anna Popplewell (Susan Pevensie),Skandar Keynes (Edmund Pevensie),Georgie Henley (Lucy Pevensie),Liam Neeson (Aslan (voice)),UK,Andrew Adamson,"Fantasy, Family, Adventure",English,https://boxd.it/2ark,https://a.ltrbxd.com/resized/sm/upload/ui/93/4j/9j/lion%20witch-1200-1200-675-675-crop-000000.jpg?v=37447464b0,143,"Walt Disney Pictures, Walden Media, C.S. Lewis Company","Siblings Lucy, Edmund, Susan and Peter step through a magical wardrobe and find the land of Narnia. There, they discover a charming, once peaceful kingdom that has been plunged into eternal winter by the evil White Witch, Jadis. Aided by the wise and magnificent lion, Aslan, the children lead Narnia into a spectacular, climactic battle to be free of the Witch's glacial powers forever.","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","Reid, Zach",2005
3.92,Judy Garland (Dorothy Gale),"Ray Bolger (""Hunk"" / Scarecrow)","Jack Haley (""Hickory"" / Tin Man)","Bert Lahr (""Zeke"" / Cowardly Lion)",Frank Morgan (Professor Marvel / The Wizard of Oz),USA,Victor Fleming,"Adventure, Fantasy, Family",English,https://boxd.it/29Xu,https://a.ltrbxd.com/resized/sm/upload/sg/ci/yx/3z/the-wizard-of-oz-1200-1200-675-675-crop-000000.jpg?v=2e4b5f6b54,102,Metro-Goldwyn-Mayer,"Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",The Wizard of Oz,"Reid, Zach",1939
3.66,Robin Williams (Alan Parrish),Kirsten Dunst (Judy Shepherd),Bradley Pierce (Peter Shepherd),Bonnie Hunt (Sarah Whittle),Jonathan Hyde (Samuel Alan Parrish / Van Pelt),USA,Joe Johnston,"Family, Adventure, Fantasy",English,https://boxd.it/1ZLI,https://a.ltrbxd.com/resized/sm/upload/tb/h1/wm/pr/jumanji-1200-1200-675-675-crop-000000.jpg?v=8d28a7dc6a,104,"TriStar Pictures, Interscope Communications, Teitler Film, PolyGram Filmed Entertainment","When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",Jumanji,"Reid, Zach",1995
2.98,Mike Myers (Shrek (voice)),Eddie Murphy (Donkey (voice)),Cameron Diaz (Princess Fiona (voice)),Antonio Banderas (Puss in Boots (voice)),Julie Andrews (Queen Lillian (voice)),USA,Chris Miller,"Adventure, Comedy, Fantasy, Family, Animation",English,https://boxd.it/29yY,https://a.ltrbxd.com/resized/sm/upload/sh/lt/tl/u3/shrek-1200-1200-675-675-crop-000000.jpg?v=b4d2e3a250,93,"DreamWorks Animation, Pacific Data Images","The King of Far Far Away has died and Shrek and Fiona are to become King & Queen. However, Shrek wants to return to his cozy swamp and live in peace and quiet, so when he finds out there is another heir to the throne, they set off to bring him back to rule the kingdom.",Shrek the Third,"Reid, Zach",2007
3.44,Freddie Prinze Jr. (Fred),Sarah Michelle Gellar (Daphne),Matthew Lillard (Shaggy),Linda Cardellini (Velma),Neil Fanning (Scooby Voice (voice)),USA,Raja Gosnell,"Comedy, Adventure, Mystery",English,https://boxd.it/1YaQ,https://a.ltrbxd.com/resized/sm/upload/23/gi/cc/jt/scooby-doo-1200-1200-675-675-crop-000000.jpg?v=5ef0954755,86,"Mosaic Media Group, Warner Bros. Pictures","When the Mystery Inc. gang is invited to Spooky Island, a popular amusement park, they soon discover that the attractions aren't the only things that are spooky. Strange things are happening, and it's up to Scooby, Shaggy, Fred, Daphne, and Velma to uncover the truth behind the mysterious happenings.",Scooby-Doo,"Reid, Zach",2002
3.05,Shailene Woodley (Tris),Theo James (Four),Ashley Judd (Natalie),Jai Courtney (Eric),Ray Stevenson (Marcus),USA,Neil Burger,"Adventure, Action, Science Fiction",English,https://boxd.it/4VT0,https://a.ltrbxd.com/resized/sm/upload/t5/tj/qn/cd/divergent-1200-1200-675-675-crop-000000.jpg?v=db302cfdd9,140,"Summit Entertainment, Red Wagon Entertainment","In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",Divergent,"Reid, Zach",2014
3.03,Hugh Jackman (Logan / Wolverine),Hiroyuki Sanada (Shingen Harada / Lord Shingen),Tao Okamoto (Mariko Yashida / Scarlet Samurai),Rila Fukushima (Yukio / Pinkie Pie),Famke Janssen (Jean Grey / Phoenix),USA,James Mangold,"Action, Science Fiction, Adventure",English,https://boxd.it/2CWU,https://a.ltrbxd.com/resized/sm/upload/t2/oi/v1/qe/the-wolverine-1200-1200-675-675-crop-000000.jpg?v=e6f6096763,126,"The Donners' Company, 20th Century Fox, Marvel Entertainment","Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",The Wolverine,"Reid, Zach",2013
2.77,Johnny Depp (Jack Sparrow),Javier Bardem (Armando Salazar),Geoffrey Rush (Hector Barbossa),Brenton Thwaites (Henry Turner),Kaya Scodelario (Carina Smyth),USA,"Joachim Rønning, Espen Sandberg","Action, Fantasy, Adventure",English,https://boxd.it/5a9m,https://a.ltrbxd.com/resized/sm/upload/lr/58/ki/ib/pirates-caribbean-dead-men-tell-no-tales-1200-1200-675-675-crop-000000.jpg?v=bbcceba2c1,129,"Walt Disney Pictures, Jerry Bruckheimer Films, Infinitum Nihil","Thrust into an all-new adventure, a down-on-his-luck Capt. Jack Sparrow feels the winds of ill-fortune blowing even more strongly when deadly ghost sailors led by his old nemesis, the evil Capt. Salazar, escape from the Devil's Triangle. Jack's only hope of survival lies in seeking out the legendary Trident of Poseidon, but to find it, he must forge an uneasy alliance with a brilliant and beautiful astronomer and a headstrong young man in the British navy.",Pirates of the Caribbean: Dead Men Tell No Tales,"Reid, Zach",2017
2.57,Hugh Jackman (Logan / Wolverine),Liev Schreiber (Victor Creed),Danny Huston (Stryker),Lynn Collins (Kayla Silverfox),Kevin Durand (Fred Dukes),USA,Gavin Hood,"Science Fiction, Adventure, Action",English,https://boxd.it/27ug,https://a.ltrbxd.com/resized/sm/upload/z1/6u/zr/n3/xmen-origins-wolverine-1200-1200-675-675-crop-000000.jpg?v=53ca329daa,107,"The Donners' Company, Seed Productions, 20th Century Fox, Marvel Entertainment, Dune Entertainment","After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",X-Men Origins: Wolverine,"Reid, Zach",2009
